PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
DS,Driveway / Sidewalks,2017-153232 DS,Res. Driveway & Sidewalk,New,,7708 PECCARY DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and patioVOL BUILDER,0334080104,LOT 14 BLK G SPRINGFIELD SEC 5,2017/12/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/01,,,,,,,,,,,,,,,,,,,7708 PECCARY DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11834634,11834634,30.1588978,-97.72974651,"(30.1588978, -97.72974651)"
EP,Electrical Permit,2017-152850 EP,C-1000 Commercial Remodel,Remodel,No,8024 EXCHANGE DR BLDG 9 UNIT 500,Expedited Review Refrigerated Warehouse storage facility Combining Suites 300400500,0231280227,LOT 1A WALNUT CREEK BUSINESS PARK PHS C SEC 6 AMD PLAT OF,2017/11/21,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/06,,,46617,,,,1,1,,,,$0.00,,,,,,,8024 EXCHANGE DR BLDG 9 UNIT 500,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11834199,11834199,30.3351147,-97.66287894,"(30.3351147, -97.66287894)"
DS,Driveway / Sidewalks,2017-152667 DS,Res. Driveway & Sidewalk,New,,7629 RIO PASS,Construct 94 LF new sidewalk for 2 sidewalks  corner lot with ADA ramps and 16' driveway approach Shall meet all city standards izzVOLUME BUILDER New 2story singlefamily residence attached garage covered entry porch and patio,0225300731,,2017/12/06,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/06,,,,,,,,,,,,,,,,,,,7629 RIO PASS,AUSTIN,TX,78724,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11833958,11833958,30.31646821,-97.65331384,"(30.31646821, -97.65331384)"
PP,Plumbing Permit,2017-151117 PP,C-1001 Commercial Finish Out,Remodel,No,5920 W WILLIAM CANNON DR BLDG 6 UNIT 225,TENANT FINISHOUT TO CREATE OFFICE SPACE,0410340904,LOT 2A BLK A HIGH MESA PLAZA SEC II AMENDED PLAT OF LOTS 23 BL I,2017/11/15,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,803,,,,2,1,,,,,,,,$1.00,,,5920 W WILLIAM CANNON DR BLDG 6 UNIT 225,AUSTIN,TX,78749,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11833127,11833127,30.22916504,-97.86186018,"(30.22916504, -97.86186018)"
BP,Building Permit,2017-151536 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4103 RIDGELEA DR,TOTAL DEMO OF DETACHED GARAGE,0223000306,LOT 66  N TRI LOT 93 RIDGELEA,2017/10/20,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2020/01/05,,198,,,,$5000.00,1,1,,,,,,,,,,,4103 RIDGELEA DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11832541,11832541,30.31351687,-97.74962562,"(30.31351687, -97.74962562)"
BP,Building Permit,2017-151535 BP,R- 645 Demolition One Family Homes,Demolition,No,4103 RIDGELEA DR,TOTAL DEMO OF SF RES AND DETACHED GARAGE,0223000306,LOT 66  N TRI LOT 93 RIDGELEA,2017/10/20,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2020/01/05,,1104,,,,$5000.00,1,1,,,,,,,,,,,4103 RIDGELEA DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11832540,11832540,30.31351687,-97.74962562,"(30.31351687, -97.74962562)"
PP,Plumbing Permit,2017-151470 PP,C-1000 Commercial Remodel,Remodel,No,6539 N LAMAR BLVD,change of use from retail to restaurant,0231090412,LOT 7 BLK A PLAZA PLACE,2017/10/26,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/17,,,1400,,,,1,1,,,,,,,,$0.00,,,6539 N LAMAR BLVD,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11832466,11832466,30.33371018,-97.72113526,"(30.33371018, -97.72113526)"
MP,Mechanical Permit,2017-151378 MP,C-1000 Commercial Remodel,Remodel,No,4700 W GUADALUPE ST BLDG A UNIT 10,CHANGE OF USE FROM RETAIL TO PERSONAL SERVICE REMODEL SPACE,0224040401,ABS 310 SUR 10 GRAY T ACR 28420 LEASE ACCT LAND ONLY,2017/07/14,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/04,,,1500,,,,1,1,,,,,,$20000.00,,,,,4700 W GUADALUPE ST BLDG A UNIT 10,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11832354,11832354,30.31582358,-97.7328543,"(30.31582358, -97.7328543)"
DS,Driveway / Sidewalks,2017-150167 DS,Res. Driveway & Sidewalk,New,,7605 PECCARY DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patioVOL BUILDER,0334080305,LOT 5 BLK H SPRINGFIELD SEC 3,2017/11/30,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/05,,,,,,,,,,,,,,,,,,,7605 PECCARY DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11830903,11830903,30.1597666,-97.72865018,"(30.1597666, -97.72865018)"
DS,Driveway / Sidewalks,2017-150002 DS,Res. Driveway & Sidewalk,New,,7716 PECCARY DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patioVOL BUILDER,0334080106,LOT 16 BLK G SPRINGFIELD SEC 5,2017/11/29,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,,,,,,,,,,,,,,,,7716 PECCARY DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11830709,11830709,30.15864813,-97.72991148,"(30.15864813, -97.72991148)"
DS,Driveway / Sidewalks,2017-149835 DS,Res. Driveway & Sidewalk,New,,7704 PECCARY DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and patioVOL BUILD PROJECT  GOLD CARD,0334080103,LOT 13 BLK G SPRINGFIELD SEC 5,2017/11/29,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/20,,,,,,,,,,,,,,,,,,,7704 PECCARY DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11830506,11830506,30.15902609,-97.72969874,"(30.15902609, -97.72969874)"
DS,Driveway / Sidewalks,2017-149831 DS,Res. Driveway & Sidewalk,New,,909 SOLITUDE DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0268281107,LOT 3 BLK D COTTAGES AT BEAVER CREEK PHS 2,2017/11/14,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/19,,,,,,,,,,,,,,,,,,,909 SOLITUDE DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11830496,11830496,30.43436535,-97.65745308,"(30.43436535, -97.65745308)"
DS,Driveway / Sidewalks,2017-149821 DS,Res. Driveway & Sidewalk,New,,607 SCREECH OWL DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and a patio PRODUCTION BUILDER,0268281021,LOT 18 BLK C COTTAGES AT BEAVER CREEK PHS 2,2017/11/16,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,,,,607 SCREECH OWL DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11830477,11830477,30.43373499,-97.65558204,"(30.43373499, -97.65558204)"
BP,Building Permit,2017-148857 BP,C-1000 Commercial Remodel,Remodel,No,401 CONGRESS AVE,interior remodel to existing  elevator space,0205020713,LOT 111 BLK 42 CONGRESS AT FOURTH 10X46 OF VAC ALLEY BLOCK 042 ORIGINAL CITY,2017/11/28,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,512,,$0.00,,33,0,,$0.00,,$0.00,,$0.00,,$0.00,,$0.00,401 CONGRESS AVE,AUSTIN,TX,78701,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11829376,11829376,30.26639975,-97.74303194,"(30.26639975, -97.74303194)"
DS,Driveway / Sidewalks,2017-147856 DS,Res. Driveway & Sidewalk,New,,7516 BALLYDAWN DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered porch uncovered patio,0334061210,LOT 25 BLK D SPRINGFIELD SEC 4,2017/11/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/19,,,,,,,,,,,,,,,,,,,7516 BALLYDAWN DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11828154,11828154,30.15994233,-97.73215224,"(30.15994233, -97.73215224)"
MP,Mechanical Permit,2017-145533 MP,R- 101 Single Family Houses,New,No,6913 MEADOR AVE,New 1 story SF res w front Covered Porch att 2car Garage and Rear Covered Patio,0228171118,LOT 7 BLK 3 BLACK A K SUBD NO 1,2017/09/27,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,2791,,,1,1,,,,,,,,,,,6913 MEADOR AVE,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11825447,11825447,30.32673337,-97.69712394,"(30.32673337, -97.69712394)"
BP,Building Permit,2017-145533 BP,R- 101 Single Family Houses,New,No,6913 MEADOR AVE,New 1 story SF res w front Covered Porch att 2car Garage and Rear Covered Patio,0228171118,LOT 7 BLK 3 BLACK A K SUBD NO 1,2017/09/27,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,2791,,$128700.00,1,1,,,,,,,,,,,6913 MEADOR AVE,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11825442,11825442,30.32673337,-97.69712394,"(30.32673337, -97.69712394)"
BP,Building Permit,2017-145322 BP,C-1001 Commercial Finish Out,Remodel,No,11624 ROCK ROSE AVE UNIT 106,tenant finish out to create retail space,0256081201,,2017/11/13,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,1835,,$0.00,,6,1,,$0.00,,$0.00,,$0.00,,$0.00,,$0.00,11624 ROCK ROSE AVE UNIT 106,AUSTIN,TX,78758,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11825200,11825200,30.40262181,-97.72227921,"(30.40262181, -97.72227921)"
DS,Driveway / Sidewalks,2017-144844 DS,Res. Driveway & Sidewalk,New,,7620 KNOCKFIN DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and patioVOL BUILDER,0334061919,LOT 19 BLK C SPRINGFIELD SEC 4,2017/11/15,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,,,,7620 KNOCKFIN DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11824617,11824617,30.15975381,-97.73329671,"(30.15975381, -97.73329671)"
PP,Plumbing Permit,2017-144455 PP,R- 101 Single Family Houses,New,No,12313 CARDINAL FLOWER DR,New 2story singlefamily residence attached garage covered entry porch and patio,0432440427,LOT 12 BLK E GREYROCK RIDGE PHS 4,2017/10/27,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/20,,,,3383,,,2,1,,,,,,,,,,,12313 CARDINAL FLOWER DR,AUSTIN,TX,78739,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11824156,11824156,30.16810188,-97.8927153,"(30.16810188, -97.8927153)"
EP,Electrical Permit,2017-143656 EP,R- 438 Residential Garage/Carport Addn,New,No,2020 LANGDALE LN,Detached Garage,0239261604,LOT 20 BLK J PIONEER HILL SEC 3,2017/10/26,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,,1366,,,1,1,,,,,,,,,,,2020 LANGDALE LN,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11823183,11823183,30.35798037,-97.66388236,"(30.35798037, -97.66388236)"
EP,Electrical Permit,2017-143655 EP,R- 101 Single Family Houses,New,No,2020 LANGDALE LN,New 1story singlefamily residence covered entry porch and patio with detached garage   PRODUCTION BUILDER,0239261604,LOT 20 BLK J PIONEER HILL SEC 3,2017/10/26,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,,1366,,,1,1,,,,,,,,,,,2020 LANGDALE LN,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11823180,11823180,30.35798037,-97.66388236,"(30.35798037, -97.66388236)"
DS,Driveway / Sidewalks,2017-141868 DS,Res. Driveway & Sidewalk,New,,7501 NUNSLAND DR,Construct 96 LF new sidewalk for 2 sidewalks  corner lot with ADA ramps and 24' driveway approach Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0334080425,LOT 12 BLK I SPRINGFIELD SEC 3,2017/10/18,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/04,,,,,,,,,,,,,,,,,,,7501 NUNSLAND DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11821055,11821055,30.16105257,-97.72886239,"(30.16105257, -97.72886239)"
PP,Plumbing Permit,2017-141804 PP,Commercial,Irrigation,No,1800 E 4TH ST,New irrigation system installation for project Chicon MU  Reference case number SP20140259C,0204080314,22634AC OF OLT 6 DIVISION O,2017/11/09,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,$170752.00,,,1800 E 4TH ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11820986,11820986,30.26019592,-97.72396698,"(30.26019592, -97.72396698)"
MP,Mechanical Permit,2017-141672 MP,R- 101 Single Family Houses,New,No,5701 SOUTHERNER WAY,New 2story singlefamily residence attached garage covered porch and patio,0443051101,LOT 1 BLK J BRADSHAW CROSSING SUBD SEC 12,2017/11/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,3028,,,2,1,,,,,,,,,,,5701 SOUTHERNER WAY,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11820830,11820830,30.13601639,-97.77095298,"(30.13601639, -97.77095298)"
PP,Plumbing Permit,2017-140858 PP,R- 101 Single Family Houses,New,No,12511 MORELIA WAY,New 2story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,0449150901,,2017/10/17,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/06,,,,3600,,,2,1,,,,,,,,,,,12511 MORELIA WAY,AUSTIN,TX,78652,5,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11819871,11819871,30.12282502,-97.80811261,"(30.12282502, -97.80811261)"
DS,Driveway / Sidewalks,2017-138259 DS,Res. Driveway & Sidewalk,New,,7509 BALLYDAWN DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered porch uncovered patio,0334061311,LOT 10 BLK E SPRINGFIELD SEC 4,2017/10/31,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/12,,,,,,,,,,,,,,,,,,,7509 BALLYDAWN DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11816888,11816888,30.15991944,-97.73156734,"(30.15991944, -97.73156734)"
MP,Mechanical Permit,2017-137854 MP,R- 101 Single Family Houses,New,No,5704 BELL TOWER LN,New 1story singlefamily residence attached garage covered porch and patio,0443051405,LOT 9 BLK G BRADSHAW CROSSING SUBD SEC 12,2017/10/27,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,1984,,,1,1,,,,,,,,,,,5704 BELL TOWER LN,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11816400,11816400,30.13776084,-97.77071689,"(30.13776084, -97.77071689)"
DS,Driveway / Sidewalks,2017-136611 DS,Res. Driveway & Sidewalk,New,,7605 BALLYDAWN DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered porch uncovered patio  VOLUME BUILDER,0334061306,LOT 5 BLK E SPRINGFIELD SEC 4,2017/10/26,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/26,,,,,,,,,,,,,,,,,,,7605 BALLYDAWN DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11815020,11815020,30.15929781,-97.7319702,"(30.15929781, -97.7319702)"
DS,Driveway / Sidewalks,2017-135745 DS,Res. Driveway & Sidewalk,New,,7606 URAY DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0225300623,LOT 22 BLK E NORTHRIDGE PARK SEC 2 PHS A2,2017/10/05,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,,,,7606 URAY DR,AUSTIN,TX,78724,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11813944,11813944,30.31626142,-97.65368416,"(30.31626142, -97.65368416)"
EP,Electrical Permit,2017-134886 EP,R- 102 Secondary Apartment,New,No,3502 NEAL ST,new 2 story primary residence with attached garage 2 bed25 bath,0205150206,E 7151FT OF S 150FT LOT 2 BLK B OLT 4142 DIV A CHERICO SUBD NO 1,2017/08/30,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/02,,,,1503,,,2,1,,,,,,,,,,,3502 NEAL ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11812986,11812986,30.26424938,-97.69960952,"(30.26424938, -97.69960952)"
EP,Electrical Permit,2017-134885 EP,R- 101 Single Family Houses,New,No,3502 NEAL ST,new 2 story primary residence with attached garage 4 bed25 bath,0205150206,E 7151FT OF S 150FT LOT 2 BLK B OLT 4142 DIV A CHERICO SUBD NO 1,2017/08/30,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/02,,,,2567,,,2,1,,,,,,,,,,,3502 NEAL ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11812983,11812983,30.26424938,-97.69960952,"(30.26424938, -97.69960952)"
PP,Plumbing Permit,2017-133918 PP,R- 101 Single Family Houses,New,No,10809 ALBERO CV,New 2story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0420530710,LOT 2 CIRCLE C RANCH TRACT 8C REPLAT,2017/08/18,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/04/22,,,,5720,,,2,1,,,,,,,,,,,10809 ALBERO CV,AUSTIN,TX,78739,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11811726,11811726,30.20347971,-97.91570496,"(30.20347971, -97.91570496)"
EP,Electrical Permit,2017-133667 EP,R- 434 Addition & Alterations,Addition and Remodel,No,5000 VALLEY OAK DR,Partial Demo Adding 250 sf addition to existing living room new entry steps extending existing roof over covered entry porch Interior remodeling to existing bathroom and to kitchendining area,0128020310,LOT 1 BLK H HIGHLAND PARK WEST,2017/10/02,2018/01/07,SUNDAY,2018,2018,Yes,Permit Center,Active,2018/06/04,,3115,250,250,,,1,1,,,,$5000.00,,,,,,,5000 VALLEY OAK DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11811453,11811453,30.33081486,-97.75774513,"(30.33081486, -97.75774513)"
MP,Mechanical Permit,2017-133338 MP,R- 101 Single Family Houses,New,No,5403 GOLDEN CANARY LN,New 2Story Condo with attached garage and patio CONDO RESIDENCE,0217230301,ABS 22 SUR 29 TANNEHILL J C ACR 28609,2017/09/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,1984,,,2,1,,,,,,,,,,,5403 GOLDEN CANARY LN,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11811050,11811050,30.2958011,-97.67560505,"(30.2958011, -97.67560505)"
DS,Driveway / Sidewalks,2017-133015 DS,Res. Driveway & Sidewalk,New,,7517 BALLYDAWN DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered porch patio,0334061309,LOT 8 BLK E SPRINGFIELD SEC 4,2017/10/17,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/04/23,,,,,,,,,,,,,,,,,,,7517 BALLYDAWN DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11810620,11810620,30.15967252,-97.73173223,"(30.15967252, -97.73173223)"
DS,Driveway / Sidewalks,2017-132861 DS,Res. Driveway & Sidewalk,New,,824 SOLITUDE DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and patio SP010209C,0268281035,LOT 33 BLK C COTTAGES AT BEAVER CREEK PHS 2,2017/10/18,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,,,,824 SOLITUDE DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11810436,11810436,30.43430616,-97.6567247,"(30.43430616, -97.6567247)"
DS,Driveway / Sidewalks,2017-132819 DS,Res. Driveway & Sidewalk,New,,605 SCREECH OWL DR,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 1story singlefamily residence attached garage covered entry porch and rear patio,0268281022,LOT 19 BLK C COTTAGES AT BEAVER CREEK PHS 2,2017/10/17,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,,,,,,,,,,,,,,,,605 SCREECH OWL DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11810389,11810389,30.4336476,-97.65547973,"(30.4336476, -97.65547973)"
DS,Driveway / Sidewalks,2017-132138 DS,Res. Driveway & Sidewalk,New,,6921 NUTRIA RUN,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patioVOL BUILDER GOLD CARD,0334061806,LOT 6 BLK B SPRINGFIELD SEC 4,2017/10/17,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,,,,,,,,6921 NUTRIA RUN,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11809583,11809583,30.15882548,-97.73335966,"(30.15882548, -97.73335966)"
MP,Mechanical Permit,2017-131954 MP,R- 101 Single Family Houses,New,No,1408 MORNING MOON CIR,New 1story singlefamily residence attached garage  covered entry porch and outdoorliving rear patio  VOLUME BUILDER PROJECT,0129530207,LOT 23 BLK A MCCORMICK RANCH ON LAKE AUSTIN PHS 2,2017/09/29,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/30,,,,4222,,,1,1,,,,,,,,,,,1408 MORNING MOON CIR,AUSTIN,TX,78732,6,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11809350,11809350,30.33600064,-97.91442597,"(30.33600064, -97.91442597)"
MP,Mechanical Permit,2017-131218 MP,R- 101 Single Family Houses,New,No,5709 SOUTHERNER WAY,New 2story singlefamily residence attached garage covered porch and patio  VOL BUILDER,0443051103,LOT 3 BLK J BRADSHAW CROSSING SUBD SEC 12,2017/10/13,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/27,,,,3579,,,2,1,,,,,,,,,,,5709 SOUTHERNER WAY,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11808435,11808435,30.13595795,-97.77064444,"(30.13595795, -97.77064444)"
